PlcIndex,ClstRad1,ClstRad2,ClstRad3,ClstRad4,ClstRad5,ClstRad6,ClstRad7,ClstRad8,ClstRad9,ClstRad10,ClstRad11,ClstRad12,ClstRad13,ClstRad14,ClstRad15,ClstRad16,ClstRad17,ClstRad18,ClstRad19,ClstRad20
1020,NA,NA,21,6,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1021,NA,NA,21,6,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1022,42,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1023,42,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1027,NA,NA,NA,NA,NA,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1
1031,44,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1034,46,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1035,46,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1036,46,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1041,NA,15,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1042,46,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1056,55,25,22,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1058,55,25,22,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1060,55,25,22,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1072,NA,NA,NA,NA,NA,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1075,56,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1079,NA,27,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1096,57,24,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1098,57,24,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1099,57,24,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1100,57,24,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
